番組ID,番組分類,ゲーム種別,番組名,バングミメイ,番組名補,バングミメイホ,放映話数,年齢制限,放映開始日
5887,"オリジナルビデオアニメーション","","MACROSS ZERO-マクロス ゼロ-","マクロスゼロ","","","5","","2002-12-21"
1872,"オリジナルビデオアニメーション","","マクロス ダイナマイト 7  OVA MACROSS DYNAMITE SEVEN","マクロスダイナマイトセブン","","","4","","1997-12-18"
3995,"ゲーム","シューティング","マクロス DIGITAL MISSION VF-X","マクロスデジタルミッションブイエフエックス","","","","","1997-02-28"
18821,"テレビアニメーション","","マクロスΔ(デルタ)","マクロスデルタ","","","","","2016-04-03"
13263,"ゲーム","アクションロールプレイング","マクロストライアングルフロンティア","マクロストライアングルフロンティア","","","","12才以上","2011-02-04"
3066,"ゲーム","","MACROSSVF-X2","マクロスブイエフエックスツー","","","","","1999-08-26"
1692,"オリジナルビデオアニメーション","","MACROSS PLUS","マクロスプラス","","","4","","1994-08-25"
3606,"劇場用アニメーション","","MACROSS PLUS [MOVIE EDITION]","マクロスプラスムービーエディション","","","1","","1995-10-07"
9692,"テレビアニメーション","","マクロスF","マクロスフロンティア","","","25","","2008-04-04"
11784,"劇場用アニメーション","","マクロスF 虚空歌姫~イツワリノウタヒメ~","マクロスフロンティアイツワリノウタヒメ","","","1","","2009-11-21"
13262,"劇場用アニメーション","","マクロスF 恋離飛翼~サヨナラノツバサ~","マクロスフロンティアサヨナラノツバサ","","","1","","2011-02-26"
6058,"劇場用アニメーション","","負けへんで!6年3組の阪神大震災 西宮市立樋ノ口小学校","マケヘンデロクネンサンクミノハンシンダイシンサイ","","","1","","1996-05-10"
6059,"劇場用アニメーション","","負けるな!千太-さよなら いじめ虫-","マケルナセンタサヨナライジメムシ","","","1","","1996-09-10"
3554,"ゲーム","","負けるな!魔剣道","マケルナマケンドウ1","","","","",\N
3645,"オリジナルビデオアニメーション","","負けるな!魔剣道2","マケルナマケンドウ2","","","1","","1995-03-25"
14280,"オリジナルビデオアニメーション","","マケン姫っ!","マケンキッ","","","1","","2012-03-01"
16706,"テレビアニメーション","","マケン姫っ!通","マケンキッツー","","","10","","2014-01-16"
4361,"劇場用アニメーション","","魔犬ライナー0011変身せよ!","マケンライナーゼロゼロワンワンヘンシンセヨ","","","1","","1972-07-16"
13824,"ドラマ","","まごころ","マゴコロ","","","","","1973-04-06"
7458,"オリジナルビデオアニメーション","","まこちゃんのこうつうあんぜん","マコチャンノコウツウアンゼン","","","","","1974-00-00"
18543,"ゲーム","アドベンチャー","Maggot baits","マゴットベイツ","","","","18才以上","2015-11-27"
3172,"劇場用アニメーション","","まことちゃん","マコトチャン","","","1","","1980-07-06"
16521,"ゲーム","アドベンチャー","MA☆KO HUNTER","マコハンター","","","","18才以上","2013-11-29"
4152,"ゲーム","ロールプレイング","MOTHER","マザー","","","","","1989-07-27"
2980,"劇場用アニメーション","","MOTHER 最後の少女イヴ","マザーサイゴノショウジョイヴ","","","1","","1993-11-06"
11048,"ゲーム","ロールプレイング","MOTHER3","マザースリー","","","","","2006-04-20"
12863,"ゲーム","ロールプレイング","MOTHER2","マザーツー","ギーグの逆襲","ギーグノギャクシュウ","","","1994-08-27"
5699,"ゲーム","アドベンチャー","勝 あしたの雪之丞2","マサルアシタノユキノジョウ2","","","","","2002-09-27"
6286,"オリジナルビデオアニメーション","","MASARU あしたの雪之丞2","マサルアシタノユキノジョウツー","","","2","18才以上","2003-07-25"
2525,"劇場用アニメーション","","本気!","マジ1","","","1","","1990-02-03"
2626,"オリジナルビデオアニメーション","","本気! 2 抗争篇","マジ2","","","1","","1990-12-16"
2786,"オリジナルビデオアニメーション","","本気! 3 立志編","マジ3リッシヘン","","","1","","1991-12-13"
7918,"テレビアニメーション","","マジカノ","マジカノ","","","13","","2006-01-04"
10374,"ゲーム","アドベンチャー","マジカライド","マジカライド","","","","18才以上","2008-07-04"
12366,"ゲーム","アドベンチャー","まじからっと☆れいでぃあんと","マジカラットレイディアント","","","","18才以上","2010-02-26"
16520,"ゲーム","アドベンチャー","まじかりっく⇔スカイハイ ~空飛ぶホウキに想いをのせて~","マジカリックスカイハイソラトブホウキニオモイヲノセテ","","","","18才以上","2013-12-20"
3905,"ゲーム","シミュレーション","まじかる☆アンティーク","マジカルアンティーク","","","","18才以上","2000-04-28"
12095,"ゲーム","アドベンチャー","マジカルウィッチアカデミー~ボクと先生のマジカルレッスン~","マジカルウィッチアカデミーボクトセンセイノマジカルレッスン","","","","18才以上","2005-02-25"
9240,"オリジナルビデオアニメーション","","MAGICAL WITCH ACADEMY ~ボクと先生のマジカルレッスン~THE ANIMATION","マジカルウィッチアカデミーボクトセンセイノマジカルレッスンジアニメーション","","","2","18才以上","2007-06-22"
11792,"ゲーム","アドベンチャー","マジカルウィッチコンチェルト","マジカルウィッチコンチェルト","","","","18才以上","2009-06-26"
7172,"テレビアニメーション","","まじかるカナン","マジカルカナン","","","13","","2005-01-01"
7423,"ゲーム","","まじかるカナン-RISEA- トリプルフューチャリングBOX","マジカルカナン","","","","","2005-04-28"
17757,"ゲーム","アドベンチャー","まじかるカナン2","マジカルカナンツー","","","","18才以上","2015-01-30"
13195,"ゲーム","アドベンチャー","まじかるサマー壊決天使 エグゼキュート","マジカルサマーカイメツテンシエグゼキュート","","","","18才以上","2006-09-15"
16252,"オリジナルビデオアニメーション","","マジカル☆スター かのん100%","マジカルスターカノンヒャクパーセント","","","1","","2013-06-18"
14962,"バラエティ","","マジカル頭脳パワー!!","マジカルズノウパワー","","","","","1990-10-27"
1250,"テレビアニメーション","","まじかる★タルるートくん","マジカルタルルートクン","","","87","","1990-09-02"
2691,"劇場用アニメーション","","まじかるタルるートくん","マジカルタルルートクン(エイガ1)","","","1","","1991-03-09"
2692,"劇場用アニメーション","","まじかるタルるートくん 燃えろ!友情の魔法大戦","マジカルタルルートクン(エイガ2)モエロユウジョウノマホウタイセン","","","1","","1991-07-20"
2860,"劇場用アニメーション","","まじかるタルるートくん すきすき♡タコ焼きっ!","マジカルタルルートクン(エイガ3)スキスキタコヤキッ","","","1","","1992-03-07"
9602,"ゲーム","アドベンチャー","マジカルチェンジ ゆうきくん","マジカルチェンジユウキクン","","","","","2007-12-14"
16043,"ゲーム","アドベンチャー","Magical Charming!","マジカルチャーミング","","","","18才以上","2013-05-31"
5293,"ゲーム","","まじかるで~と ~ドキドキ告白大作戦~","マジカルデート","","","","","1997-11-20"
8787,"ゲーム","アドベンチャー","まじかるティーチャー 先生は魔女?","マジカルティーチャー","","","","","2006-01-13"
18629,"ゲーム","アドベンチャー","マジカル☆ディアーズ","マジカルディアーズ","Magical☆Dears","","","18才以上","2015-11-27"
7099,"ゲーム","アドベンチャー","まじかる☆ている","マジカルテイル","","","","","2004-11-19"
3388,"オリジナルビデオアニメーション","","マジカルトワイライト","マジカルトワイライト","","","3","18才以上","1994-07-08"
5680,"ゲーム","アドベンチャー","まじかるトワラー・エンジェルラビィ☆傑作選","マジカルトワラーエンジェルラビィケッサクセン","Magical Twirler Angel Rabbie","","","","2003-03-21"
4737,"テレビアニメーション","","魔法少女猫たると","マジカルニャンニャンタルト","","","12","","2001-07-05"
1251,"テレビアニメーション","","まじかるハット","マジカルハット","","","33","","1989-10-18"
9791,"ゲーム","アドベンチャー","マジカルハッピー","マジカルハッピー","魔法はHのてほどき!","マオウハエッチノテホドキ","","","2008-02-29"
14294,"ゲーム","スロット","マジカルハロウィン","マジカルハロウィン","","","","","2007-07-00"
14296,"ゲーム","スロット","マジカルハロウィン3","マジカルハロウィンスリー","","","","","2011-09-00"
14295,"ゲーム","スロット","マジカルハロウィン2","マジカルハロウィンツー","","","","","2010-01-00"
11110,"オリジナルビデオアニメーション","","まじかる マホ","マジカルマホ","","","12","","1996-02-27"
16186,"ゲーム","アドベンチャー","Magical Marriage Lunatics!!","マジカルマリッジルナティクス","","","","18才以上","2013-09-27"
12099,"ゲーム","アドベンチャー","まじかる☆萌えりん♪","マジカルモエリン","","","","18才以上","2009-08-21"
3539,"ラジオ","","魔法ロイドのぞみちゃん達!","マジカロイドノゾミチャンタチ","","","","",\N
19038,"ゲーム","アドベンチャー","マジきゅんっ!ルネッサンス","マジキュンッルネッサンス","","","","","2016-09-21"
10996,"ゲーム","アドベンチャー","マジスキ~Marginal Skip~","マジスキマージナルスキップ","","","","18才以上","2009-04-24"
6242,"ゲーム","アドベンチャー","Magistr Temple","マジスターテンプル","","","","18才以上","2003-08-29"
